Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
728,ORD71822,2024-04-11,Alice Williams,West,Florida,Technology,Laptops,Laptops 432,4,1800.69,0.2,74.5,First Class,2016-06-01,45.14
729,ORD91854,2022-09-08,Emma Miller,North,Arizona,Furniture,Tables,Tables 313,5,2108.5,0.03,208.9,Standard Class,2021-03-25,5.33
730,ORD67961,2015-02-19,Charlie Jones,South,Arizona,Furniture,Chairs,Chairs 499,9,3028.85,0.19,154.84,Second Class,2023-03-20,28.3
731,ORD92868,2016-05-27,Bob Brown,South,Texas,Technology,Laptops,Laptops 352,8,3774.9,0.29,-70.95,Second Class,2019-03-08,29.02
732,ORD53983,2019-02-25,Charlie Jones,Central,Washington,Technology,Laptops,Laptops 612,4,1908.75,0.1,5.59,First Class,2021-10-18,30.58
733,ORD30452,2015-05-24,John Smith,East,Washington,Furniture,Tables,Tables 925,2,574.1,0.4,-151.88,Same Day,2020-10-14,15.71
74,ORD44771,2023-03-22,Emma Miller,Central,Oregon,Furniture,Bookcases,Bookcases 321,3,228.99,0.11,10.3,Same Day,2018-05-20,16.22
735,ORD98577,2016-11-13,Olivia Davis,East,Arizona,Office Supplies,Pens,Pens 197,10,4695.79,0.48,-900.96,Standard Class,2021-02-10,15.8
736,ORD78563,2017-09-07,Charlie Jones,East,Illinois,Furniture,Bookcases,Bookcases 504,1,150.19,0.22,-17.49,First Class,2021-12-15,46.34
737,ORD97078,2021-01-12,Liam Martinez,East,Florida,Office Supplies,Paper,Paper 282,7,1447.54,0.34,-246.28,Standard Class,2016-12-05,34.33
738,ORD57393,2018-07-09,Charlie Jones,Central,Texas,Furniture,Tables,Tables 184,6,1665.57,0.12,209.46,First Class,2018-07-24,31.33
739,ORD60174,2015-07-25,Bob Brown,Central,Arizona,Technology,Laptops,Laptops 448,10,1898.67,0.03,487.08,Same Day,2017-10-24,48.01
740,ORD27815,2022-04-26,Alice Williams,East,Arizona,Furniture,Bookcases,Bookcases 941,5,1001.4,0.27,-106.83,First Class,2017-05-20,30.55
741,ORD82263,2019-06-21,Olivia Davis,Central,Washington,Technology,Laptops,Laptops 469,6,2070.49,0.01,477.0,Same Day,2017-11-10,30.06
742,ORD23771,2016-11-08,Olivia Davis,Central,Florida,Technology,Laptops,Laptops 839,7,3311.11,0.39,-809.73,Standard Class,2023-06-24,16.54
743,ORD18399,2018-07-02,Bob Brown,East,Illinois,Office Supplies,Binders,Binders 996,2,410.22,0.24,-15.77,Same Day,2024-11-09,33.52
744,ORD39680,2023-02-22,John Smith,West,Oregon,Furniture,Bookcases,Bookcases 565,7,424.77,0.09,30.48,Second Class,2017-10-23,27.0
745,ORD24298,2018-02-22,Jane Johnson,East,Florida,Furniture,Chairs,Chairs 549,5,2132.9,0.13,72.4,Same Day,2017-03-04,49.47
746,ORD74553,2017-01-22,Liam Martinez,South,California,Furniture,Tables,Tables 944,6,2978.63,0.38,-374.41,Standard Class,2017-01-16,14.53
747,ORD46241,2015-12-23,Charlie Jones,South,Arizona,Technology,Monitors,Monitors 781,6,1967.98,0.45,-580.44,First Class,2023-01-10,19.01
748,ORD60834,2023-06-21,John Smith,North,Illinois,Technology,Monitors,Monitors 783,6,2899.81,0.01,512.3,First Class,2017-10-03,24.58
749,ORD57317,2020-12-11,David Garcia,South,Arizona,Furniture,Tables,Tables 925,8,102.84,0.12,11.42,Same Day,2022-11-09,49.26
750,ORD48462,2016-09-04,Charlie Jones,West,California,Office Supplies,Paper,Paper 940,4,1747.09,0.07,153.41,Standard Class,2021-11-10,35.0
555,ORD96395,2018-08-11,Bob Brown,Central,Texas,Office Supplies,Binders,Binders 502,9,3781.96,0.24,-57.22,Second Class,2015-06-28,45.54
752,ORD43604,2020-03-07,Bob Brown,Central,Illinois,Technology,Printers,Printers 803,1,498.11,0.19,-34.83,First Class,2023-07-06,10.04
753,ORD47793,2020-01-18,Bob Brown,Central,Arizona,Office Supplies,Paper,Paper 679,8,3664.85,0.45,-1154.85,Same Day,2023-05-23,44.68
754,ORD57999,2022-06-15,Bob Brown,Central,Oregon,Office Supplies,Paper,Paper 872,5,1258.81,0.18,-2.24,Second Class,2018-02-20,15.33
755,ORD70872,2022-01-20,John Smith,Central,Washington,Furniture,Tables,Tables 289,5,368.56,0.4,-79.65,Same Day,2015-07-28,11.28
756,ORD55739,2016-01-15,Liam Martinez,Central,Florida,Furniture,Chairs,Chairs 829,5,776.19,0.45,-209.02,Standard Class,2015-03-23,5.95
757,ORD82408,2024-07-20,Emma Miller,North,Florida,Furniture,Tables,Tables 498,9,1338.61,0.49,-442.63,First Class,2020-04-27,8.42
758,ORD67908,2015-03-28,Charlie Jones,North,New York,Technology,Monitors,Monitors 856,7,130.29,0.43,-31.9,Second Class,2020-08-01,5.93
759,ORD12109,202-15-30,Bob Brown,Central,Florida,Office Supplies,Binders,Binders 445,2,778.16,0.49,-205.07,Second Class,2018-10-20,38.26
760,ORD28946,2017-09-14,David Garcia,West,Washington,Furniture,Tables,Tables 822,6,276.58,0.11,44.09,First Class,2018-07-03,48.96
761,ORD90165,2019-11-11,Charlie Jones,South,Washington,Technology,Printers,Printers 512,2,156.58,0.49,-33.48,Second Class,2017-10-09,36.47
762,ORD77355,2022-08-06,John Smith,Westy,Florida,Furniture,Chairs,Chairs 366,8,619.2,0.24,-35.53,Same Day,2016-12-08,38.02
763,ORD48405,2022-04-17,Alice Williams,Central,New York,Office Supplies,Binders,Binders 431,3,1136.84,0.23,-107.23,Standard Class,2015-04-03,25.31
764,ORD47219,2024-01-07,Olivia Davis,West,Texas,Technology,Laptops,Laptops 109,10,1342.87,0.15,-51.41,Same Day,2021-09-24,25.16
765,ORD74084,2017-03-18,Liam Martinez,West,Illinois,Technology,Laptops,Laptops 169,10,4705.23,0.39,-817.5,Same Day,2021-01-02,30.74
766,ORD35497,2016-12-24,Jane Johnson,East,Florida,Furniture,Bookcases,Bookcases 544,8,707.61,0.32,-42.51,Standard Class,2021-08-27,18.42
767,ORD52279,2020-11-14,Liam Martinez,East,Texas,Technology,Monitors,Monitors 783,4,1935.47,0.04,442.84,First Class,2023-01-14,5.12
768,ORD85908,2023-09-19,Sophia Rodriguez,Central,Washington,Furniture,Bookcases,Bookcases 527,10,4159.48,0.14,435.35,Second Class,2022-03-10,28.14
769,ORD18114,2018-08-22,Charlie Jones,East,Arizona,Furniture,Tables,Tables 824,9,975.23,0.07,51.46,Standard Class,2023-03-24,33.81
770,ORD94795,2015-10-21,David Garcia,North,California,Furniture,Bookcases,Bookcases 988,8,498.5,0.25,-9.99,Same Day,2015-07-14,12.92
771,ORD84159,2018-03-27,Charlie Jones,South,Texas,Technology,Laptops,Laptops 259,5,1511.06,0.04,332.17,Standard Class,2019-08-15,25.45
772,ORD52344,2017-10-09,John Smith,East,Arizona,Technology,Printers,Printers 857,1,404.13,0.26,5.23,First Class,2017-02-21,18.63
773,ORD12495,2018-03-23,Alice Williams,Central,New York,Office Supplies,Paper,Paper 512,10,1325.93,0.45,-346.57,Second Class,2024-02-01,21.61
774,ORD38810,2018-04-19,Charlie Jones,South,Washington,Furniture,Chairs,Chairs 677,7,2147.39,0.13,234.24,Second Class,2019-08-18,35.12
775,ORD52589,2021-04-19,Sophia Rodriguez,Central,Washington,Furniture,Chairs,Chairs 994,8,3738.77,0.34,-274.12,Second Class,2018-03-19,19.61
776,ORD59583,2018-04-01,Bob Brown,East,New York,Office Supplies,Binders,Binders 600,4,909.74,0.03,235.56,First Class,2019-12-14,11.22
777,ORD60437,2017-06-05,Liam Martinez,West,Florida,,Laptops,Laptops 629,8,2580.18,0.21,-215.07,First Class,2022-10-10,24.14
778,ORD12823,2020-10-16,Liam Martinez,North,Texas,Office Supplies,Pens,Pens 294,2,439.11,0.44,-69.98,Same Day,2015-11-06,38.39
779,ORD83406,2023-06-20,Alice Williams,South,Arizona,Technology,Laptops,Laptops 909,10,4345.72,0.49,-937.66,First Class,2016-04-21,34.34
780,ORD71194,2016-04-18,Jane Johnson,North,Washington,Office Supplies,Pens,Pens 873,3,262.11,0.36,-63.74,First Class,2016-04-24,19.75
781,ORD79253,2023-05-01,John Smith,East,Washington,Office Supplies,Pens,Pens 761,4,1626.11,0.22,18.75,Standard Class,2021-01-16,30.75
538,ORD84026,2016-05-09,Liam Martinez,Central,Washington,Technology,Printers,Printers 840,1,321.75,0.23,12.07,Same Day,2023-05-17,10.56
309,ORD51532,2021-05-18,John Smith,Central,California,Technology,Monitors,Monitors 907,4,1449.44,0.23,-15.37,Second Class,2022-09-14,36.81
784,ORD30172,2018-12-09,Jane Johnson,West,New York,Technology,Monitors,Monitors 611,10,4407.14,0.24,-537.56,Second Class,2020-09-02,48.18
785,ORD45259,2017-05-09,Olivia Davis,East,California,Furniture,Tables,Tables 500,5,118.04,0.19,5.41,First Class,2022-06-13,27.18
786,ORD84211,2019-02-15,Emma Miller,West,Arizona,Furniture,Tables,Tables 285,1,488.55,0.16,-14.86,Same Day,2015-10-12,10.28
787,ORD63694,2017-06-10,Liam Martinez,West,Washington,Furniture,Chairs,Chairs 981,7,1335.19,0.39,-271.78,Standard Class,2024-03-23,10.0
788,ORD86249,2017-03-16,Bob Brown,North,Oregon,Technology,Printers,Printers 526,5,2233.14,0.32,-287.07,Second Class,2015-02-26,45.85
789,ORD55250,2017-08-14,Olivia Davis,Central,Illinois,Technology,Printers,Printers 854,6,232.92,0.4,-53.69,First Class,2023-06-07,30.78
790,ORD55748,2015-03-20,Jane Johnson,South,New York,Office Supplies,Paper,Paper 986,1,379.32,0.41,-83.53,First Class,2020-07-03,19.0
791,ORD77404,2017-01-27,David Garcia,West,Illinois,Furniture,Bookcases,Bookcases 943,3,523.78,0.09,62.67,Same Day,2017-07-18,44.75
792,ORD60835,2022-03-19,Emma Miller,North,Oregon,Furniture,Tables,Tables 748,1,152.87,0.28,-17.55,Second Class,2017-02-01,42.74
793,ORD78268,2023-01-10,John Smith,East,Illinois,Office Supplies,Paper,Paper 108,4,1687.05,0.1,169.91,Second Class,2021-04-14,25.4
794,ORD75972,2018-10-12,Emma Miller,East,Arizona,Furniture,Tables,Tables 245,6,1158.91,0.1,145.2,First Class,2022-11-15,46.49
795,ORD75657,2022-06-27,John Smith,West,Illinois,Technology,Monitors,Monitors 948,1,59.17,0.29,-9.39,Standard Class,2024-11-19,25.91
796,ORD32809,2022-07-07,John Smith,East,New York,Office Supplies,Pens,Pens 397,9,2528.71,0.33,-314.85,Standard Class,2016-07-24,43.44
797,ORD68239,2021-05-17,Olivia Davis,Central,Arizona,Furniture,Chairs,Chairs 688,8,206.8,0.09,27.9,Standard Class,2016-03-15,30.53
798,ORD78892,2016-01-23,Emma Miller,South,Florida,Office Supplies,Pens,Pens 838,8,2717.96,0.26,105.54,First Class,2016-05-21,31.58
799,ORD86801,2017-10-26,Sophia Rodriguez,East,Texas,Office Supplies,Binders,Binders 976,3,255.77,0.39,-63.06,Standard Class,2020-04-06,31.42
800,ORD28351,2022-05-12,Alice Williams,North,Washington,Furniture,Chairs,Chairs 578,9,1321.04,0.44,-352.41,Standard Class,2018-10-26,43.77
801,ORD55779,2017-05-12,Sophia Rodriguez,West,Florida,Technology,Printers,Printers 456,10,4372.92,0.0,556.56,Same Day,2021-08-21,46.11
802,ORD34586,2024-10-22,David Garcia,Central,New York,Office Supplies,Paper,Paper 622,4,1746.38,0.08,376.07,Same Day,2019-02-07,11.79
803,ORD30000,2023-04-14,Alice Williams,Central,California,Office Supplies,Paper,Paper 413,5,371.91,0.23,-2.49,Same Day,2024-11-14,25.81
804,ORD59282,2022-07-03,Charlie Jones,Central,Texas,Furniture,Bookcases,Bookcases 221,8,2406.27,0.36,-418.23,First Class,2016-03-23,47.33
805,ORD95729,2016-11-13,Bob Brown,North,Texas,Office Supplies,Pens,Pens 263,3,73.37,0.39,-9.32,Second Class,2024-05-19,22.94
806,ORD50737,2020-12-27,Olivia Davis,North,Illinois,Technology,Laptops,Laptops 401,1,369.17,0.19,31.59,First Class,2023-08-17,19.72
807,ORD71644,2018-10-14,Charlie Jones,North,Oregon,Furniture,Bookcases,Bookcases 193,10,2517.89,0.45,-605.24,Standard Class,2015-03-09,38.92
808,ORD57432,2024-09-19,Charlie Jones,West,New York,Technology,Monitors,Monitors 200,6,2446.92,0.45,-777.58,Standard Class,2015-11-24,23.37
809,ORD30500,2015-02-15,David Garcia,West,California,,Laptops,Laptops 423,10,1430.39,0.45,-416.05,Same Day,2024-06-03,27.74
810,ORD44838,2019-10-09,Sophia Rodriguez,Central,Illinois,Office Supplies,Pens,Pens 990,3,459.44,0.22,-23.68,Standard Class,2019-11-06,6.11
811,ORD56917,2019-04-19,Emma Miller,South,New York,Technology,Printers,Printers 527,4,1762.03,0.27,-244.72,First Class,2016-04-08,35.8
812,ORD70755,2019-02-28,Emma Miller,South,California,Technology,Monitors,Monitors 652,2,700.44,0.21,-63.86,Same Day,2017-09-04,11.87
813,ORD39006,2023-06-02,Charlie Jones,South,Oregon,Furniture,Tables,Tables 605,8,3442.76,0.19,66.7,Standard Class,2024-11-26,34.98
814,ORD51383,202-15-30,John Smith,Central,Texas,Furniture,Tables,Tables 238,9,3046.02,0.45,-1061.61,Same Day,2017-04-17,41.11
815,ORD42403,2017-07-01,Alice Williams,South,Texas,Technology,Laptops,Laptops 978,6,2885.26,0.44,-877.73,Same Day,2018-04-05,21.14
816,ORD16039,2017-07-11,Emma Miller,South,California,Technology,Printers,Printers 339,9,1225.3,0.37,-127.99,Standard Class,2024-08-12,22.23
817,ORD62227,2016-05-18,Olivia Davis,North,Texas,Technology,Laptops,Laptops 587,6,1157.96,0.37,-91.52,Same Day,2018-06-28,7.9
818,ORD64440,2020-02-02,Bob Brown,West,Washington,Furniture,Tables,Tables 695,4,663.62,0.49,-221.67,First Class,2019-06-22,27.6
819,ORD64818,2022-08-05,Olivia Davis,East,California,Furniture,Tables,Tables 626,3,1263.24,0.44,-420.39,First Class,2015-11-22,43.28
820,ORD36293,2019-04-10,Jane Johnson,West,Washington,Technology,Laptops,Laptops 274,2,635.73,0.13,72.76,Second Class,2018-06-07,21.81
821,ORD62825,2020-06-16,Emma Miller,Central,Oregon,Office Supplies,Pens,Pens 127,2,885.28,0.11,8.15,Same Day,2015-04-18,17.79
822,ORD28598,2018-09-13,John Smith,East,California,Furniture,Tables,Tables 825,1,55.41,0.5,-14.74,Second Class,2019-10-03,27.63
823,ORD73883,2019-01-03,Jane Johnson,West,Oregon,Office Supplies,Pens,Pens 100,9,3256.22,0.33,-463.24,Second Class,2017-11-02,36.79
824,ORD53353,2022-09-26,Emma Miller,Northz,Arizona,Office Supplies,Paper,Paper 608,1,40.54,0.13,1.5,First Class,2021-02-06,23.94
825,ORD51118,2016-05-20,Bob Brown,South,California,Technology,Monitors,Monitors 526,7,1382.24,0.25,66.61,First Class,2021-09-02,39.84
826,ORD38480,2018-06-20,David Garcia,East,Texas,Technology,Laptops,Laptops 821,6,662.73,0.21,-22.62,Second Class,2016-08-15,21.01
827,ORD83343,2016-02-01,Bob Brown,South,Oregon,Office Supplies,Pens,Pens 171,3,797.94,0.36,-78.33,Same Day,2020-08-17,40.54
828,ORD89743,2020-01-12,Alice Williams,Central,Arizona,Technology,Laptops,Laptops 955,9,3723.03,0.24,-6.8,Second Class,2017-03-18,35.38
829,ORD36715,2019-05-15,Sophia Rodriguez,Central,Arizona,Office Supplies,Paper,Paper 353,5,876.31,0.13,100.38,First Class,2016-06-19,36.56
830,ORD63257,2018-04-10,Liam Martinez,West,Illinois,Office Supplies,Binders,Binders 820,2,563.75,0.26,-53.13,Standard Class,2019-12-22,37.79
831,ORD25181,2017-06-16,Bob Brown,Central,Oregon,Technology,Printers,Printers 848,10,4244.11,0.18,258.91,Second Class,2022-08-04,7.31
832,ORD62097,2017-11-21,Olivia Davis,West,Washington,Furniture,Chairs,Chairs 759,10,545.39,0.28,0.81,Standard Class,2017-04-10,5.34
833,ORD78540,2020-06-25,Charlie Jones,Central,Oregon,Office Supplies,Paper,Paper 521,6,181.19,0.02,32.26,First Class,2017-08-18,10.39
834,ORD76330,2017-07-13,Jane Johnson,Central,Washington,Furniture,Chairs,Chairs 636,5,594.72,0.18,-19.26,Second Class,2018-12-13,22.59
835,ORD82727,2022-01-16,Emma Miller,East,Washington,Office Supplies,Pens,Pens 137,4,855.56,0.31,-30.09,Standard Class,2019-02-17,48.83
836,ORD93552,2016-02-23,Olivia Davis,East,Oregon,Furniture,Tables,Tables 148,3,342.07,0.41,-42.52,First Class,2023-01-13,9.0
837,ORD67661,2017-03-25,Charlie Jones,West,Arizona,Furniture,Bookcases,Bookcases 691,2,769.35,0.22,-82.43,Same Day,2020-05-14,26.97
838,ORD30370,2021-10-04,Liam Martinez,North,Washington,Office Supplies,Paper,Paper 762,2,486.22,0.43,-70.08,Standard Class,2017-08-02,22.93
839,ORD72235,2016-09-18,Sophia Rodriguez,Central,California,Office Supplies,Pens,Pens 678,7,2839.43,0.4,-792.1,Second Class,2016-11-06,35.42
82,ORD73958,2018-04-21,Sophia Rodriguez,East,Washington,Office Supplies,Pens,Pens 995,8,286.14,0.47,-59.18,First Class,2015-12-24,20.72
841,ORD78671,2015-03-19,Bob Brown,West,New York,Furniture,Bookcases,Bookcases 604,8,3909.12,0.28,-558.65,Second Class,2015-06-15,29.88
842,ORD89722,2015-05-26,Liam Martinez,North,Oregon,Technology,Printers,Printers 374,2,351.92,0.23,-17.46,Second Class,2024-04-18,6.79
843,ORD20940,2017-10-28,Jane Johnson,North,Illinois,Furniture,Bookcases,Bookcases 160,5,96.52,0.19,-5.05,First Class,2016-12-16,33.85
337,ORD28508,2023-12-24,John Smith,South,Illinois,Furniture,Tables,Tables 680,9,1894.39,0.21,130.93,Second Class,2015-08-13,34.49
845,ORD72104,2020-09-19,John Smith,West,Washington,Furniture,Bookcases,Bookcases 674,10,2524.86,0.18,-11.91,Same Day,2021-11-20,41.42
846,ORD60501,2022-11-28,Alice Williams,North,Arizona,Furniture,Chairs,Chairs 283,7,155.53,0.38,-35.08,First Class,2023-01-02,10.05
847,ORD96486,2019-09-08,David Garcia,Central,Oregon,Furniture,Bookcases,Bookcases 402,8,1705.97,0.35,-244.09,Same Day,2020-10-18,40.55
848,ORD12813,2021-04-22,Sophia Rodriguez,Central,Florida,Office Supplies,Paper,Paper 249,1,205.06,0.11,31.19,Same Day,2020-11-28,42.8
849,ORD83372,2017-04-26,Emma Miller,Central,Florida,Furniture,Chairs,Chairs 428,3,739.49,0.5,-289.01,Second Class,2022-08-15,44.02
850,ORD55915,2017-05-20,John Smith,North,California,Furniture,Tables,Tables 671,5,2275.17,0.4,-308.72,Same Day,2015-08-11,24.74
851,ORD32679,2015-08-05,Bob Brown,Central,Arizona,Furniture,Bookcases,Bookcases 442,5,1237.31,0.1,138.45,Standard Class,2019-01-09,29.78
852,ORD36520,2022-08-27,Emma Miller,West,New York,Office Supplies,Binders,Binders 532,10,4900.73,0.36,-1056.19,Same Day,2023-02-16,18.15
853,ORD11903,2020-12-18,Alice Williams,North,Washington,Office Supplies,Binders,Binders 872,2,733.91,0.27,-50.08,Standard Class,2020-04-18,45.9
854,ORD88546,2020-12-25,Emma Miller,West,Oregon,Furniture,Bookcases,Bookcases 545,2,903.69,0.47,-159.75,Standard Class,2024-08-18,30.13
855,ORD56915,2020-11-18,Charlie Jones,East,Oregon,Office Supplies,Paper,Paper 208,5,1455.61,0.01,290.87,Standard Class,2019-04-16,24.51
856,ORD90870,2016-10-18,David Garcia,North,Arizona,Technology,Laptops,Laptops 729,10,1617.91,0.15,177.51,First Class,2019-10-27,42.57
857,ORD98005,2019-11-10,Alice Williams,East,Illinois,Office Supplies,Paper,Paper 963,8,439.66,0.2,-23.27,First Class,2017-10-27,14.45
858,ORD24252,2016-05-08,Olivia Davis,East,Oregon,Furniture,Bookcases,Bookcases 608,3,648.34,0.38,-118.65,Standard Class,2018-01-10,32.15
859,ORD68345,2023-06-01,Sophia Rodriguez,North,Washington,Furniture,Chairs,Chairs 859,6,2888.35,0.16,50.63,Same Day,2019-11-22,37.29
860,ORD23859,2023-05-18,Jane Johnson,East,Washington,Furniture,Chairs,Chairs 389,4,1904.79,0.4,-348.83,Second Class,2023-12-14,48.09
861,ORD98287,2016-09-07,Liam Martinez,West,Oregon,Technology,Monitors,Monitors 664,5,517.17,0.19,33.37,Second Class,2022-11-04,29.55
862,ORD90719,2016-06-01,Bob Brown,Central,New York,Technology,Monitors,Monitors 768,9,121.94,0.23,1.16,First Class,2016-04-06,37.24
863,ORD67009,2019-04-07,Olivia Davis,East,California,Office Supplies,Binders,Binders 291,5,2033.76,0.42,-421.24,Standard Class,2021-04-23,31.6
864,ORD69720,2018-08-20,Sophia Rodriguez,Easty,Florida,Technology,Printers,Printers 449,2,944.73,0.07,150.51,Standard Class,2022-04-06,17.65
865,ORD89741,2018-10-19,Jane Johnson,North,New York,Technology,Laptops,Laptops 545,3,286.18,0.07,27.25,Same Day,2020-09-12,24.26
866,ORD35044,2015-06-13,John Smith,South,Florida,Technology,Laptops,Laptops 260,4,431.72,0.09,30.09,First Class,2023-10-12,11.64
867,ORD14917,2017-02-16,Alice Williams,South,Arizona,Office Supplies,Pens,Pens 269,6,345.06,0.38,-94.29,First Class,2023-11-20,15.91
868,ORD40277,2017-01-04,Charlie Jones,East,Illinois,Technology,Monitors,Monitors 712,9,1733.23,0.09,36.75,First Class,2016-02-21,28.95
869,ORD29101,2024-11-08,Emma Miller,East,Washington,Technology,Monitors,Monitors 975,1,58.55,0.04,6.83,Standard Class,2020-03-11,41.79
870,ORD55747,2024-01-28,Alice Williams,Central,Texas,Furniture,Bookcases,Bookcases 205,8,1848.2,0.14,61.98,Standard Class,2017-05-21,12.29
871,ORD97136,2017-01-09,Alice Williams,South,Illinois,Office Supplies,Binders,Binders 595,8,799.61,0.01,178.39,Same Day,2021-01-01,31.95
872,ORD37769,2024-10-04,David Garcia,East,Illinois,Technology,Monitors,Monitors 110,4,1610.36,0.49,-416.61,Second Class,2016-08-06,9.28
873,ORD41326,2018-12-11,David Garcia,North,Illinois,Technology,Printers,Printers 111,6,2394.04,0.18,-90.03,Standard Class,2023-02-22,15.28
874,ORD87615,2024-11-09,John Smith,East,Oregon,Office Supplies,Binders,Binders 580,3,787.07,0.21,18.74,Standard Class,2019-08-10,11.2
875,ORD49283,202-15-30,Liam Martinez,South,Oregon,Office Supplies,Binders,Binders 974,2,189.77,0.27,-9.95,Standard Class,2021-06-25,37.57
876,ORD61539,2017-01-26,Liam Martinez,Central,New York,Furniture,Chairs,Chairs 764,10,3929.7,0.31,-661.7,First Class,2019-09-06,12.79
877,ORD69304,2022-12-05,Liam Martinez,North,California,Office Supplies,Binders,Binders 937,7,1871.54,0.23,-15.63,Second Class,2023-03-28,11.35
878,ORD84850,2016-04-23,Alice Williams,West,New York,Technology,Printers,Printers 797,7,1429.53,0.19,-31.67,First Class,2020-06-21,36.16
879,ORD42038,2021-11-11,David Garcia,West,Texas,Office Supplies,Binders,Binders 189,8,784.23,0.27,-102.82,Same Day,2023-06-07,21.75
880,ORD66502,2018-03-16,Sophia Rodriguez,Central,California,Furniture,Chairs,Chairs 284,10,2371.52,0.06,116.28,First Class,2019-08-24,25.23
881,ORD34405,2018-08-10,John Smith,West,Arizona,Furniture,Bookcases,Bookcases 317,2,45.86,0.48,-9.21,First Class,2020-11-17,7.37
882,ORD11969,2015-07-18,Bob Brown,East,Oregon,Furniture,Bookcases,Bookcases 457,9,2178.95,0.3,-57.49,Second Class,2021-10-16,29.93
883,ORD83509,2015-02-13,Liam Martinez,North,Arizona,Furniture,Tables,Tables 173,9,4443.1,0.28,59.49,Second Class,2024-07-27,48.32
884,ORD88352,2018-06-10,Alice Williams,Central,Oregon,Technology,Laptops,Laptops 184,8,1268.52,0.2,74.23,Same Day,2020-05-16,5.57
885,ORD54924,2024-11-03,Olivia Davis,West,Oregon,Furniture,Bookcases,Bookcases 910,5,1509.47,0.36,-172.82,Standard Class,2020-07-20,49.7
886,ORD48731,2015-06-15,Jane Johnson,West,Oregon,,Laptops,Laptops 411,10,2164.53,0.36,-230.41,Second Class,2015-08-07,16.82
887,ORD34495,2015-06-20,Liam Martinez,South,Washington,Office Supplies,Binders,Binders 533,10,2829.75,0.33,-319.98,First Class,2024-07-20,11.07
888,ORD80525,2022-02-10,Emma Miller,South,Arizona,Technology,Monitors,Monitors 996,1,328.32,0.48,-95.5,Second Class,2016-10-20,24.01
889,ORD39496,2019-01-10,Emma Miller,West,Florida,Furniture,Chairs,Chairs 110,3,957.73,0.02,226.83,First Class,2015-03-17,32.78
890,ORD71023,2015-05-18,Sophia Rodriguez,North,Oregon,Furniture,Chairs,Chairs 982,1,293.65,0.47,-106.99,Same Day,2021-12-04,44.06
891,ORD57711,2015-04-11,Olivia Davis,South,California,Office Supplies,Binders,Binders 397,6,848.87,0.39,-80.73,Standard Class,2024-09-14,44.82
892,ORD99051,2018-04-02,Sophia Rodriguez,West,Oregon,Furniture,Tables,Tables 793,6,2428.13,0.11,139.0,Standard Class,2015-11-04,36.97
893,ORD80832,2018-07-10,Emma Miller,West,Washington,Technology,Laptops,Laptops 561,1,327.29,0.29,-15.69,Second Class,2021-04-03,15.11
894,ORD25047,2016-03-11,Alice Williams,West,Oregon,Technology,Laptops,Laptops 247,8,1618.15,0.2,-147.83,Second Class,2019-11-25,29.17
895,ORD52473,2021-05-07,Sophia Rodriguez,Centralz,California,Furniture,Bookcases,Bookcases 956,3,1407.95,0.34,-296.26,First Class,2015-01-23,45.97
896,ORD96839,2019-12-24,Sophia Rodriguez,South,Oregon,Furniture,Chairs,Chairs 125,4,1533.1,0.25,-84.73,First Class,2016-04-07,47.58
897,ORD39680,2016-08-16,Sophia Rodriguez,Central,Oregon,Technology,Laptops,Laptops 444,8,2437.85,0.46,-477.5,Standard Class,2021-05-24,18.38
898,ORD45819,2022-04-24,Liam Martinez,North,Texas,Office Supplies,Paper,Paper 911,8,647.89,0.48,-135.48,Same Day,2018-04-09,7.86
899,ORD87745,2016-12-16,Sophia Rodriguez,Central,California,Office Supplies,Pens,Pens 654,1,245.92,0.34,-56.95,Same Day,2021-08-28,8.5
900,ORD86990,202-15-30,Charlie Jones,Central,Texas,,Chairs,Chairs 292,4,133.57,0.03,16.37,Second Class,2015-01-21,9.94
901,ORD50728,2018-11-25,John Smith,Central,Texas,Furniture,Tables,Tables 769,6,2965.15,0.03,582.68,First Class,2016-08-02,5.73
902,ORD30071,2015-09-16,Alice Williams,North,Texas,Office Supplies,Pens,Pens 107,1,417.04,0.14,52.64,Standard Class,2023-01-11,19.07
903,ORD19217,2024-01-21,Sophia Rodriguez,East,Texas,Technology,Laptops,Laptops 977,4,1503.28,0.13,78.73,Second Class,2016-12-22,38.9
904,ORD48757,2022-07-12,Alice Williams,West,Arizona,Office Supplies,Paper,Paper 410,10,2410.91,0.25,-230.31,Second Class,2015-01-09,19.07
905,ORD74967,2018-01-17,Jane Johnson,Central,Florida,Furniture,Bookcases,Bookcases 358,6,1120.66,0.12,153.27,Second Class,2017-03-03,48.03
906,ORD94788,2018-07-11,Charlie Jones,South,California,Furniture,Chairs,Chairs 986,7,2379.64,0.37,-599.41,Same Day,2023-11-07,29.19
907,ORD88748,2023-07-24,John Smith,North,Florida,Furniture,Chairs,Chairs 668,7,2030.34,0.31,-262.69,Standard Class,2018-09-19,10.94
908,ORD65946,2020-07-20,John Smith,North,California,Technology,Printers,Printers 520,3,489.98,0.04,90.47,First Class,2023-08-11,8.17
909,ORD50531,2016-11-17,John Smith,West,Illinois,Technology,Monitors,Monitors 558,4,1838.27,0.09,79.36,Standard Class,2019-02-12,49.29
